	activity	bonus_credit_eligibility	country	currency_exchange_loss_amount	delinquent	disbursal_amount	funded_amount	id	lender_count	loan_amount	loss_liability	paid_amount	repayment_term	sector	status	avg_invitee_count	avg_loan_count	country_count	fund_yr
3236	Fruits & Vegetables	False	Pakistan	N/A	False	65000.0	775	214698	28	775	lender	775.0	13.0	Food	paid	N/A	N/A	N/A	2010.0
3237	Fruits & Vegetables	True	Cambodia	N/A	False	1200.0	1200	214720	34	1200	lender	1200.0	20.0	Food	paid	N/A	N/A	N/A	2010.0
3238	Farming	True	Kenya	1.25	False	75000.0	925	214777	36	925	lender	923.75	19.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3239	Clothing Sales	True	Sierra Leone	N/A	False	2500000.0	650	214853	24	650	lender	650.0	9.0	Clothing	paid	N/A	N/A	N/A	2010.0
3240	Agriculture	False	Togo	N/A	True	500000.0	975	214897	38	975	lender	N/A	20.0	Agriculture	defaulted	N/A	N/A	N/A	2010.0
3241	Cereals	True	Kenya	N/A	False	20000.0	250	215048	3	250	lender	250.0	14.0	Food	paid	N/A	N/A	N/A	2010.0
3242	Food	True	Mongolia	N/A	False	3000000.0	2225	215061	47	2225	lender	2225.0	14.0	Food	paid	N/A	N/A	N/A	2010.0
3243	Clothing Sales	False	Honduras	N/A	False	15000.0	800	215193	23	800	lender	800.0	17.0	Clothing	paid	N/A	N/A	N/A	2010.0
3244	Retail	True	Philippines	N/A	False	5000.0	125	215271	1	125	lender	125.0	7.0	Retail	paid	N/A	N/A	N/A	2010.0
3245	Farming	False	Mali	N/A	False	435000.0	875	215393	29	875	lender	875.0	11.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3246	Retail	True	Sierra Leone	N/A	False	2500000.0	650	215484	14	650	lender	650.0	9.0	Retail	paid	N/A	N/A	N/A	2010.0
3247	Food Production/Sales	True	Philippines	N/A	False	11000.0	250	215605	10	250	lender	250.0	7.0	Food	paid	N/A	N/A	N/A	2010.0
3248	Grocery Store	False	Afghanistan	N/A	True	44100.0	975	215669	38	975	lender	N/A	14.0	Food	defaulted	N/A	N/A	N/A	2010.0
3249	General Store	True	Philippines	N/A	False	15000.0	325	215723	13	325	lender	325.0	11.0	Retail	paid	N/A	N/A	N/A	2010.0
3250	Motorcycle Transport	True	Cambodia	N/A	False	500.0	500	215745	10	500	lender	500.0	14.0	Transportation	paid	N/A	N/A	N/A	2010.0
3251	Agriculture	True	Philippines	N/A	False	15000.0	325	215754	12	325	lender	325.0	7.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3252	General Store	False	Cambodia	N/A	False	4000000.0	0	215823	0	950	lender	N/A	14.0	Retail	inactive_expired	N/A	N/A	N/A	N/A
3253	Fish Selling	True	Philippines	N/A	False	10000.0	225	215857	4	225	lender	225.0	11.0	Food	paid	N/A	N/A	N/A	2010.0
3254	Farming	True	Cambodia	N/A	False	700.0	700	215889	24	700	lender	700.0	20.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3255	Farming	False	Mali	N/A	False	525000.0	1050	215949	30	1050	lender	1050.0	10.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3256	Agriculture	False	Costa Rica	N/A	False	500000.0	1000	216016	27	1000	lender	1000.0	14.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3257	Taxi	False	Palestine	N/A	False	3000.0	3000	216213	88	3000	lender	3000.0	26.0	Transportation	paid	N/A	N/A	N/A	2010.0
3258	Farming	True	Kenya	N/A	False	50000.0	625	216383	24	625	lender	625.0	8.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3259	Agriculture	True	Bolivia	N/A	False	1000.0	1000	216397	26	1000	lender	1000.0	20.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3260	Used Clothing	False	Dominican Republic	N/A	False	54000.0	1475	216432	37	1475	lender	1475.0	7.0	Clothing	paid	N/A	N/A	N/A	2010.0
3261	Dairy	False	Kenya	0.47	False	50000.0	625	216506	23	625	lender	624.53	26.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3262	Personal Housing Expenses	False	Nicaragua	N/A	False	5000.0	250	216519	9	250	lender	250.0	12.0	Housing	paid	N/A	N/A	N/A	2010.0
3263	Motorcycle Transport	False	Cambodia	N/A	False	2000000.0	0	216640	0	475	lender	N/A	14.0	Transportation	inactive_expired	N/A	N/A	N/A	N/A
3264	Poultry	True	Philippines	N/A	False	6000.0	150	216647	6	150	lender	150.0	8.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3265	Livestock	False	Kyrgyzstan	N/A	False	80000.0	1725	216648	61	1725	lender	1725.0	26.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3266	Farming	True	Cambodia	N/A	False	1000.0	1000	216691	31	1000	lender	1000.0	20.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3267	Food Stall	False	South Sudan	N/A	False	400.0	175	216757	6	175	lender	175.0	13.0	Food	paid	N/A	N/A	N/A	2010.0
3268	Food Market	False	Ghana	N/A	False	200.0	150	216844	6	150	lender	150.0	8.0	Food	paid	N/A	N/A	N/A	2010.0
3269	Farming	True	Ecuador	N/A	False	600.0	600	216934	15	600	lender	600.0	8.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3270	General Store	True	Ecuador	N/A	False	300.0	300	216948	12	300	lender	300.0	12.0	Retail	paid	N/A	N/A	N/A	2010.0
3271	Agriculture	True	Ecuador	N/A	False	600.0	600	216949	22	600	lender	600.0	8.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3272	Livestock	False	Vietnam	N/A	False	30000000.0	1575	217073	53	1575	lender	1575.0	22.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3273	Shoe Sales	False	Liberia	N/A	False	30000.0	425	217227	17	425	lender	425.0	6.0	Retail	paid	N/A	N/A	N/A	2010.0
3274	Barber Shop	False	Liberia	N/A	False	38000.0	550	217244	20	550	lender	550.0	6.0	Services	paid	N/A	N/A	N/A	2010.0
3275	Cosmetics Sales	True	Bolivia	N/A	False	1200.0	1200	217306	36	1200	lender	1200.0	17.0	Retail	paid	N/A	N/A	N/A	2010.0
3276	Retail	False	Nicaragua	N/A	False	6000.0	300	217327	11	300	lender	300.0	9.0	Retail	paid	N/A	N/A	N/A	2010.0
3277	Soft Drinks	False	Ghana	N/A	False	400.0	275	217364	5	275	lender	275.0	8.0	Food	paid	N/A	N/A	N/A	2010.0
3278	Paper Sales	True	Ecuador	N/A	False	1200.0	1200	217393	32	1200	lender	1200.0	14.0	Retail	paid	N/A	N/A	N/A	2010.0
3279	Personal Housing Expenses	False	Nicaragua	N/A	False	18002.44	0	217429	29	850	lender	N/A	20.0	Housing	refunded	N/A	N/A	N/A	2010.0
3280	Beauty Salon	True	Togo	N/A	False	300000.0	600	217636	17	600	lender	600.0	14.0	Services	paid	N/A	N/A	N/A	2010.0
3281	Food Production/Sales	True	Tajikistan	N/A	False	4500.0	1050	217669	39	1050	lender	1050.0	12.0	Food	paid	N/A	N/A	N/A	2010.0
3282	Cattle	False	Costa Rica	N/A	False	618000.0	1200	217782	34	1200	lender	1200.0	38.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3283	Poultry	False	Costa Rica	N/A	False	200000.0	400	217801	13	400	lender	400.0	14.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3284	Cereals	False	Ghana	N/A	False	400.0	300	217903	9	300	lender	300.0	8.0	Food	paid	N/A	N/A	N/A	2010.0
3285	Farming	True	Philippines	N/A	False	10000.0	225	217991	2	225	lender	225.0	7.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3286	Recycling	False	Pakistan	N/A	False	58000.0	700	218030	26	700	lender	700.0	13.0	Services	paid	N/A	N/A	N/A	2010.0
3287	Farming	True	Philippines	N/A	False	10000.0	225	218055	9	225	lender	225.0	7.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3288	Fruits & Vegetables	True	Kenya	N/A	False	30000.0	375	218293	1	375	lender	375.0	14.0	Food	paid	N/A	N/A	N/A	2010.0
3289	Clothing	True	Guatemala	N/A	True	4000.0	500	218334	15	500	lender	N/A	14.0	Clothing	defaulted	N/A	N/A	N/A	2010.0
3290	Catering	True	Guatemala	N/A	False	7500.0	950	218356	30	950	lender	950.0	14.0	Food	paid	N/A	N/A	N/A	2010.0
3291	Agriculture	True	Philippines	N/A	False	10000.0	225	218460	8	225	lender	225.0	7.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3292	Pigs	True	Philippines	N/A	False	10000.0	225	218471	8	225	lender	225.0	7.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3293	Clothing Sales	True	Rwanda	N/A	False	2175000.0	3700	218567	116	3700	lender	3700.0	10.0	Clothing	paid	N/A	N/A	N/A	2010.0
3294	Clothing Sales	False	Guatemala	N/A	True	9000.0	1125	218740	31	1125	lender	N/A	11.0	Clothing	defaulted	N/A	N/A	N/A	2010.0
3295	Clothing Sales	False	El Salvador	N/A	False	1000.0	1000	218741	19	1000	lender	1000.0	26.0	Clothing	paid	N/A	N/A	N/A	2010.0
3296	Motorcycle Transport	True	Philippines	N/A	False	5000.0	125	218832	5	125	lender	125.0	7.0	Transportation	paid	N/A	N/A	N/A	2010.0
3297	Retail	True	Benin	N/A	False	350000.0	700	218848	21	700	lender	700.0	14.0	Retail	paid	N/A	N/A	N/A	2010.0
3298	Charcoal Sales	True	Benin	N/A	False	200000.0	400	218886	11	400	lender	400.0	14.0	Retail	paid	N/A	N/A	N/A	2010.0
3299	Used Clothing	False	Congo	N/A	False	250000.0	500	218933	19	500	lender	500.0	6.0	Clothing	paid	N/A	N/A	N/A	2010.0
3300	General Store	True	Ecuador	N/A	False	700.0	700	218999	25	700	lender	700.0	14.0	Retail	paid	N/A	N/A	N/A	2010.0
3301	Bakery	True	Lebanon	N/A	False	1500.0	1500	219095	39	1500	lender	1500.0	14.0	Food	paid	N/A	N/A	N/A	2010.0
3302	Food Production/Sales	True	Philippines	N/A	False	12000.0	275	219134	11	275	lender	275.0	9.0	Food	paid	N/A	N/A	N/A	2010.0
3303	Fruits & Vegetables	True	Philippines	N/A	False	10000.0	225	219141	9	225	lender	225.0	8.0	Food	paid	N/A	N/A	N/A	2010.0
3304	Fishing	True	Philippines	N/A	False	12000.0	275	219159	11	275	lender	275.0	13.0	Food	paid	N/A	N/A	N/A	2010.0
3305	Clothing Sales	True	Philippines	N/A	False	10000.0	225	219189	7	225	lender	225.0	11.0	Clothing	paid	N/A	N/A	N/A	2010.0
3306	Farming	True	Philippines	N/A	False	12000.0	275	219237	11	275	lender	275.0	7.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3307	General Store	True	Philippines	N/A	False	5000.0	125	219413	4	125	lender	125.0	7.0	Retail	paid	N/A	N/A	N/A	2010.0
3308	Pigs	False	Cambodia	N/A	False	7200000.0	1725	219484	33	1725	lender	1725.0	14.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3309	General Store	True	Philippines	N/A	False	5000.0	125	219505	5	125	lender	125.0	6.0	Retail	paid	N/A	N/A	N/A	2010.0
3310	General Store	True	Philippines	N/A	False	15000.0	350	219666	13	350	lender	350.0	5.0	Retail	paid	N/A	N/A	N/A	2010.0
3311	Fish Selling	True	Philippines	N/A	False	14000.0	325	219715	11	325	lender	325.0	11.0	Food	paid	N/A	N/A	N/A	2010.0
3312	Retail	True	Philippines	N/A	False	25000.0	575	219803	14	575	lender	575.0	13.0	Retail	paid	N/A	N/A	N/A	2010.0
3313	Fish Selling	True	Uganda	N/A	False	200000.0	100	219936	2	100	lender	100.0	11.0	Food	paid	N/A	N/A	N/A	2010.0
3314	Crafts	True	Chile	N/A	False	2251465.0	4325	219978	107	4325	lender	4325.0	7.0	Arts	paid	N/A	N/A	N/A	2010.0
3315	Food Production/Sales	True	Philippines	N/A	False	5000.0	125	220076	4	125	lender	125.0	7.0	Food	paid	N/A	N/A	N/A	2010.0
3316	Services	True	Bolivia	N/A	False	200.0	200	220148	8	200	lender	200.0	11.0	Services	paid	N/A	N/A	N/A	2010.0
3317	Clothing Sales	False	Dominican Republic	N/A	False	26000.0	725	220172	15	725	lender	725.0	8.0	Clothing	paid	N/A	N/A	N/A	2010.0
3318	Retail	False	Nicaragua	N/A	False	12000.0	575	220182	22	575	lender	575.0	15.0	Retail	paid	N/A	N/A	N/A	2010.0
3319	Food Production/Sales	False	El Salvador	N/A	False	825.0	825	220251	32	825	lender	825.0	26.0	Food	paid	N/A	N/A	N/A	2010.0
3320	Transportation	True	Peru	N/A	False	2000.0	725	220261	25	725	lender	725.0	14.0	Transportation	paid	N/A	N/A	N/A	2010.0
3321	Vehicle	True	Cambodia	N/A	False	600.0	600	220279	20	600	lender	600.0	14.0	Personal Use	paid	N/A	N/A	N/A	2010.0
3322	Home Products Sales	True	Uganda	N/A	False	9650000.0	0	220371	0	4400	lender	N/A	6.0	Retail	deleted	N/A	N/A	N/A	N/A
3323	Cosmetics Sales	True	Bolivia	N/A	False	300.0	300	220442	11	300	lender	300.0	14.0	Retail	paid	N/A	N/A	N/A	2010.0
3324	Clothing Sales	True	Peru	N/A	False	500.0	200	220469	8	200	lender	200.0	8.0	Clothing	paid	N/A	N/A	N/A	2010.0
3325	Personal Housing Expenses	True	Cambodia	N/A	False	1200.0	1200	220593	40	1200	lender	1200.0	17.0	Housing	paid	N/A	N/A	N/A	2010.0
3326	Furniture Making	True	Mongolia	N/A	False	800000.0	600	220613	22	600	lender	600.0	14.0	Manufacturing	paid	N/A	N/A	N/A	2010.0
3327	General Store	True	Philippines	N/A	False	5000.0	125	220814	1	125	lender	125.0	7.0	Retail	paid	N/A	N/A	N/A	2010.0
3328	Butcher Shop	True	Philippines	N/A	False	11000.0	250	220840	7	250	lender	250.0	11.0	Food	paid	N/A	N/A	N/A	2010.0
3329	Cattle	True	Azerbaijan	N/A	False	1000.0	1250	220856	37	1250	lender	1250.0	14.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3330	Food Production/Sales	False	Peru	N/A	False	900.0	325	220972	12	325	lender	325.0	6.0	Food	paid	N/A	N/A	N/A	2010.0
3331	Farming	True	Philippines	N/A	False	10000.0	225	221000	9	225	lender	225.0	16.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3332	Services	False	Nicaragua	N/A	False	5765.0	0	221029	11	275	lender	N/A	11.0	Services	refunded	N/A	N/A	N/A	2010.0
3333	Personal Housing Expenses	False	Nicaragua	N/A	False	10000.0	0	221052	18	475	lender	N/A	14.0	Housing	refunded	N/A	N/A	N/A	2010.0
3334	Animal Sales	True	Ecuador	N/A	False	3300.0	3300	221083	105	3300	lender	3300.0	8.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3335	Liquor Store / Off-License	False	South Sudan	N/A	False	400.0	175	221239	6	175	lender	175.0	13.0	Food	paid	N/A	N/A	N/A	2010.0
3336	Agriculture	True	Peru	N/A	False	2000.0	725	221272	10	725	lender	725.0	10.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3337	Agriculture	True	Peru	N/A	False	300.0	125	221361	5	125	lender	125.0	12.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3338	Clothing Sales	False	Nicaragua	N/A	False	10000.0	475	221373	16	475	lender	475.0	8.0	Clothing	paid	N/A	N/A	N/A	2010.0
3339	General Store	True	Philippines	N/A	False	5000.0	125	221395	3	125	lender	125.0	8.0	Retail	paid	N/A	N/A	N/A	2010.0
3340	Transportation	True	Philippines	N/A	False	10000.0	225	221399	9	225	lender	225.0	8.0	Transportation	paid	N/A	N/A	N/A	2010.0
3341	Secretarial Services	True	Uganda	N/A	False	4600000.0	2100	221516	69	2100	lender	2100.0	8.0	Services	paid	N/A	N/A	N/A	2010.0
3342	Pigs	True	Philippines	N/A	False	15000.0	350	221737	14	350	lender	350.0	7.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3343	General Store	True	Philippines	N/A	False	8000.0	200	221758	7	200	lender	200.0	7.0	Retail	paid	N/A	N/A	N/A	2010.0
3344	Livestock	True	Philippines	N/A	False	5000.0	125	221795	1	125	lender	125.0	7.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3345	Personal Products Sales	True	Philippines	N/A	False	15000.0	350	221801	13	350	lender	350.0	11.0	Retail	paid	N/A	N/A	N/A	2010.0
3346	General Store	True	Philippines	N/A	False	15000.0	350	221814	13	350	lender	350.0	11.0	Retail	paid	N/A	N/A	N/A	2010.0
3347	Fruits & Vegetables	True	Tanzania	N/A	False	3350000.0	2200	221824	71	2200	lender	2200.0	5.0	Food	paid	N/A	N/A	N/A	2010.0
3348	Retail	False	Armenia	N/A	False	3000.0	3000	221833	114	3000	lender	3000.0	26.0	Retail	paid	N/A	N/A	N/A	2010.0
3349	General Store	True	Philippines	N/A	False	13000.0	300	222005	6	300	lender	300.0	7.0	Retail	paid	N/A	N/A	N/A	2010.0
3350	Retail	True	Philippines	N/A	False	7000.0	175	222029	7	175	lender	175.0	6.0	Retail	paid	N/A	N/A	N/A	2010.0
3351	Tailoring	True	Kenya	N/A	False	16000.0	225	222085	7	225	lender	225.0	11.0	Services	paid	N/A	N/A	N/A	2010.0
3352	Weaving	True	Cambodia	N/A	False	300.0	300	222137	11	300	lender	300.0	14.0	Arts	paid	N/A	N/A	N/A	2010.0
3353	Food Production/Sales	True	Peru	N/A	False	1500.0	550	222248	15	550	lender	550.0	8.0	Food	paid	N/A	N/A	N/A	2010.0
3354	Food Production/Sales	False	Ghana	N/A	False	400.0	300	222302	12	300	lender	300.0	8.0	Food	paid	N/A	N/A	N/A	2010.0
3355	Personal Housing Expenses	False	Nicaragua	N/A	False	10000.0	0	222396	1	475	lender	N/A	14.0	Housing	refunded	N/A	N/A	N/A	2010.0
3356	Farming	True	Philippines	N/A	False	20000.0	450	222478	18	450	lender	450.0	7.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3357	Food Production/Sales	True	Philippines	N/A	False	5000.0	125	222557	5	125	lender	125.0	6.0	Food	paid	N/A	N/A	N/A	2010.0
3358	Agriculture	True	Bolivia	N/A	False	800.0	0	222731	0	800	lender	N/A	12.0	Agriculture	deleted	N/A	N/A	N/A	N/A
3359	Retail	False	Nicaragua	N/A	False	8000.0	375	222755	12	375	lender	375.0	12.0	Retail	paid	N/A	N/A	N/A	2010.0
3360	Hotel	True	Uganda	N/A	False	200000.0	100	223011	3	100	lender	100.0	12.0	Services	paid	N/A	N/A	N/A	2010.0
3361	Cafe	True	Kenya	N/A	False	20000.0	250	223016	8	250	lender	250.0	14.0	Food	paid	N/A	N/A	N/A	2010.0
3362	Home Products Sales	True	Uganda	N/A	False	3400000.0	1550	223019	50	1550	lender	1550.0	6.0	Retail	paid	N/A	N/A	N/A	2010.0
3363	Auto Repair	True	Lebanon	N/A	False	1500.0	1500	223104	46	1500	lender	1500.0	14.0	Services	paid	N/A	N/A	N/A	2010.0
3364	Animal Sales	False	Senegal	N/A	False	500000.0	975	223139	21	975	lender	975.0	8.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3365	Transportation	False	Nicaragua	N/A	False	12000.0	575	223225	21	575	lender	575.0	14.0	Transportation	paid	N/A	N/A	N/A	2010.0
3366	Animal Sales	True	Peru	N/A	False	1000.0	375	223284	11	375	lender	375.0	6.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3367	Cattle	False	Vietnam	N/A	False	18000000.0	950	223318	32	950	lender	950.0	22.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3368	Services	False	Pakistan	N/A	False	10000.0	125	223393	4	125	lender	125.0	13.0	Services	paid	N/A	N/A	N/A	2010.0
3369	Motorcycle Transport	True	Philippines	N/A	False	10000.0	225	223397	9	225	lender	225.0	7.0	Transportation	paid	N/A	N/A	N/A	2010.0
3370	Clothing Sales	True	Philippines	N/A	False	5000.0	125	223486	5	125	lender	125.0	7.0	Clothing	paid	N/A	N/A	N/A	2010.0
3371	Poultry	True	Uganda	6.93	False	2000000.0	925	223489	26	925	lender	918.07	14.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3372	Charcoal Sales	False	South Sudan	N/A	False	400.0	175	223510	7	175	lender	175.0	13.0	Retail	paid	N/A	N/A	N/A	2010.0
3373	General Store	True	Philippines	N/A	False	12000.0	275	223523	10	275	lender	275.0	8.0	Retail	paid	N/A	N/A	N/A	2010.0
3374	Fish Selling	False	The Democratic Republic of the Congo	N/A	False	4350.0	4350	223539	127	4350	lender	4350.0	6.0	Food	paid	N/A	N/A	N/A	2010.0
3375	Cloth & Dressmaking Supplies	True	Rwanda	N/A	False	500000.0	875	223573	35	875	lender	875.0	6.0	Retail	paid	N/A	N/A	N/A	2010.0
3376	Retail	True	Rwanda	N/A	False	400000.0	700	223629	28	700	lender	700.0	6.0	Retail	paid	N/A	N/A	N/A	2010.0
3377	Crafts	True	El Salvador	N/A	False	225.0	225	223949	9	225	lender	225.0	10.0	Arts	paid	N/A	N/A	N/A	2010.0
3378	Retail	False	Sierra Leone	N/A	True	3000000.0	775	223964	27	775	lender	N/A	12.0	Retail	defaulted	N/A	N/A	N/A	2010.0
3379	Fruits & Vegetables	False	Nicaragua	N/A	False	18000.0	850	224012	31	850	lender	850.0	8.0	Food	paid	N/A	N/A	N/A	2010.0
3380	Personal Housing Expenses	True	Ecuador	N/A	False	1000.0	1000	224030	32	1000	lender	1000.0	14.0	Housing	paid	N/A	N/A	N/A	2010.0
3381	Clothing Sales	True	Peru	N/A	False	1000.0	375	224038	15	375	lender	375.0	8.0	Clothing	paid	N/A	N/A	N/A	2010.0
3382	Cereals	True	Cambodia	N/A	False	1500000.0	375	224135	11	375	lender	375.0	15.0	Food	paid	N/A	N/A	N/A	2010.0
3383	Home Products Sales	True	Tajikistan	N/A	False	3000.0	3000	224200	92	3000	lender	3000.0	14.0	Retail	paid	N/A	N/A	N/A	2010.0
3384	Dairy	True	Kenya	1.71	False	50000.0	625	224205	18	625	lender	623.29	17.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3385	Dairy	True	Kenya	0.95	True	45000.0	575	224227	21	575	lender	N/A	16.0	Agriculture	defaulted	N/A	N/A	N/A	2010.0
3386	Fruits & Vegetables	True	Mongolia	N/A	False	750000.0	575	224278	20	575	lender	575.0	20.0	Food	paid	N/A	N/A	N/A	2010.0
3387	Home Products Sales	True	Togo	N/A	False	500000.0	1000	224291	30	1000	lender	1000.0	14.0	Retail	paid	N/A	N/A	N/A	2010.0
3388	Clothing	False	Sierra Leone	N/A	False	4000000.0	1025	224312	36	1025	lender	1025.0	10.0	Clothing	paid	N/A	N/A	N/A	2010.0
3389	Used Clothing	False	Sierra Leone	N/A	False	3000000.0	775	224366	24	775	lender	775.0	12.0	Clothing	paid	N/A	N/A	N/A	2010.0
3390	Hotel	True	Peru	N/A	False	2000.0	725	224385	27	725	lender	725.0	12.0	Services	paid	N/A	N/A	N/A	2010.0
3391	General Store	True	Philippines	N/A	False	29500.0	675	224482	17	675	lender	675.0	14.0	Retail	paid	N/A	N/A	N/A	2010.0
3392	Fish Selling	False	Philippines	N/A	False	4000.0	100	224671	4	100	lender	100.0	8.0	Food	paid	N/A	N/A	N/A	2010.0
3393	Retail	False	Rwanda	N/A	False	500000.0	875	224714	31	875	lender	875.0	5.0	Retail	paid	N/A	N/A	N/A	2010.0
3394	Home Products Sales	False	Nepal	N/A	False	30000.0	425	224737	13	425	lender	425.0	14.0	Retail	paid	N/A	N/A	N/A	2010.0
3395	Retail	True	Peru	N/A	False	1000.0	375	224745	10	375	lender	375.0	6.0	Retail	paid	N/A	N/A	N/A	2010.0
3396	Sewing	False	Senegal	N/A	False	500000.0	975	224880	35	975	lender	975.0	15.0	Services	paid	N/A	N/A	N/A	2010.0
3397	Animal Sales	False	Senegal	N/A	False	250000.0	500	224890	18	500	lender	500.0	14.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3398	Fuel/Firewood	True	Cambodia	N/A	False	650.0	650	224969	24	650	lender	650.0	14.0	Retail	paid	N/A	N/A	N/A	2010.0
3399	Poultry	True	Azerbaijan	N/A	False	1000.0	1250	225010	43	1250	lender	1250.0	14.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3400	Farm Supplies	False	Cambodia	N/A	False	1000000.0	250	225074	9	250	lender	250.0	14.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3401	General Store	True	Uganda	N/A	False	10310000.0	4600	225282	138	4600	lender	4600.0	6.0	Retail	paid	N/A	N/A	N/A	2010.0
3402	Food	False	Kyrgyzstan	N/A	False	40000.0	875	225716	32	875	lender	875.0	12.0	Food	paid	N/A	N/A	N/A	2010.0
3403	Livestock	False	Senegal	N/A	False	450000.0	875	225764	22	875	lender	875.0	15.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3404	Furniture Making	False	Congo	N/A	False	250000.0	500	225840	20	500	lender	500.0	6.0	Manufacturing	paid	N/A	N/A	N/A	2010.0
3405	Food	False	Liberia	N/A	False	24000.0	350	225848	14	350	lender	350.0	6.0	Food	paid	N/A	N/A	N/A	2010.0
3406	Farming	True	Bolivia	N/A	False	1200.0	1200	225889	40	1200	lender	1200.0	15.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3407	Pigs	False	Cambodia	N/A	False	5400000.0	1300	226014	37	1300	lender	1300.0	14.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3408	Barber Shop	False	Cambodia	N/A	False	8700000.0	2100	226031	64	2100	lender	2100.0	14.0	Services	paid	N/A	N/A	N/A	2010.0
3409	Agriculture	True	Philippines	N/A	False	12000.0	275	226131	10	275	lender	275.0	7.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3410	Personal Housing Expenses	False	Kyrgyzstan	N/A	False	33000.0	725	226151	25	725	lender	725.0	10.0	Housing	paid	N/A	N/A	N/A	2010.0
3411	General Store	True	El Salvador	N/A	False	800.0	800	226344	25	800	lender	800.0	18.0	Retail	paid	N/A	N/A	N/A	2010.0
3412	Clothing Sales	True	Peru	N/A	False	700.0	275	226469	11	275	lender	275.0	14.0	Clothing	paid	N/A	N/A	N/A	2010.0
3413	General Store	True	Philippines	N/A	False	9000.0	200	226597	6	200	lender	200.0	8.0	Retail	paid	N/A	N/A	N/A	2010.0
3414	Spare Parts	False	Philippines	N/A	False	35000.0	800	226603	26	800	lender	800.0	8.0	Retail	paid	N/A	N/A	N/A	2010.0
3415	Farming	True	Philippines	N/A	False	12000.0	275	226611	7	275	lender	275.0	6.0	Agriculture	paid	N/A	N/A	N/A	2010.0
3416	Clothing	False	Armenia	N/A	False	3000.0	3000	226617	3	3000	lender	3000.0	27.0	Clothing	paid	N/A	N/A	N/A	2010.0
3417	Retail	True	Philippines	N/A	False	30000.0	675	226642	17	675	lender	675.0	6.0	Retail	paid	N/A	N/A	N/A	2010.0
3418	Home Products Sales	True	Philippines	N/A	False	12000.0	275	226647	8	275	lender	275.0	8.0	Retail	paid	N/A	N/A	N/A	2010.0
3419	Services	True	Guatemala	N/A	False	5994.0	750	226793	14	750	lender	750.0	20.0	Services	paid	N/A	N/A	N/A	2010.0
3420	Retail	False	Nicaragua	N/A	False	8000.0	375	226805	12	375	lender	375.0	12.0	Retail	paid	N/A	N/A	N/A	2010.0
3421	Personal Housing Expenses	True	Guatemala	N/A	False	7488.0	950	226810	36	950	lender	950.0	20.0	Housing	paid	N/A	N/A	N/A	2010.0
3422	Cereals	False	Kyrgyzstan	N/A	False	65000.0	1400	226971	54	1400	lender	1400.0	8.0	Food	paid	N/A	N/A	N/A	2010.0
3423	Food Production/Sales	True	Peru	N/A	False	700.0	275	227148	10	275	lender	275.0	10.0	Food	paid	N/A	N/A	N/A	2010.0
